順位,原形（辞書形）,文章中表記,品詞,出現回数
70,続ける,続け,動詞,37
71,入居,入居,名詞,37
72,包括,包括,名詞,36
73,経管,経管,名詞,36
74,調理,調理,名詞,36
75,提案,提案,名詞,35
76,依頼,依頼,名詞,35
77,浴槽,浴槽,名詞,35
78,発症,発症,名詞,34
79,区分,区分,名詞,34
80,認知,認知,名詞,34
81,チューブ,チューブ,名詞,34
82,含む,含ま,動詞,33
83,保険制度,保険制度,名詞,33
84,市町村,市町村,名詞,33
85,受診,受診,名詞,33
86,趣味,趣味,名詞,33
87,回復,回復,名詞,33
88,左側,左側,名詞,33
89,在宅,在宅,名詞,33
90,技術,技術,名詞,32
91,痛み,痛み,名詞,31
92,重度,重度,名詞,31
93,チーム,チーム,名詞,31
94,嚥下,嚥下,名詞,30
95,尿失禁,尿失禁,名詞,30
96,損傷,損傷,名詞,29
97,脳梗塞,脳梗塞,名詞,29
98,老化,老化,名詞,29
99,可能,可能,形状詞,29
100,繰り返す,繰り返し,動詞,29
101,介護老人保健施設,介護老人保健施設,名詞,29
102,最初,最初,名詞,29
103,部位,部位,名詞,28
104,避ける,避ける,動詞,28
105,感情,感情,名詞,28
106,交換,交換,名詞,28
107,取り組む,取り組ん,動詞,28
108,増加,増加,名詞,27
109,分類,分類,名詞,27
110,仰臥位,仰臥位,名詞,27
111,避難,避難,名詞,27
112,立位,立位,名詞,26
113,意識,意識,名詞,26
114,作業,作業,名詞,26
115,欲求,欲求,名詞,26
116,基本,基本,名詞,25
117,個人,個人,名詞,25
118,図る,図る,動詞,25
119,看護師,看護師,名詞,25
120,看護,看護,名詞,25
121,周囲,周囲,名詞,25
122,臥位,臥位,名詞,25
123,拭く,拭け,動詞,25
124,応ずる,応じ,動詞,25
125,胃ろう,胃ろう,名詞,25
126,令和,令和,名詞,25
127,援護,援護,名詞,24
128,個別,個別,名詞,24
129,二人暮らし,二人暮らし,名詞,24
130,位置,位置,名詞,24
131,便秘,便秘,名詞,24
132,世帯,世帯,名詞,24
133,以前,以前,名詞,24
134,程度,程度,名詞,23
135,対策,対策,名詞,23
136,以外,以外,名詞,23
137,要介護認定,要介護認定,名詞,23
138,規定,規定,名詞,23
139,神経,神経,名詞,23
140,乾燥,乾燥,名詞,23
141,痰,痰,名詞,23
142,義歯,義歯,名詞,23
143,保持,保持,名詞,23
144,アセスメント,アセスメント,名詞,23
145,右側,右側,名詞,23
146,消毒,消毒,名詞,22
147,安定,安定,名詞,22
148,関わる,関わる,動詞,22
149,妄想,妄想,名詞,22
150,留意点,留意点,名詞,22
151,喀痰,喀痰,名詞,22
152,レクリエーション,レクリエーション,名詞,22
153,清拭,清拭,名詞,22
154,衣服,衣服,名詞,22
155,業務,業務,名詞,22
156,糖尿病,糖尿病,名詞,21
157,高齢,高齢,名詞,21
158,終末期,終末期,名詞,21
159,パーキンソン,パーキンソン,名詞,21
160,受容,受容,名詞,21
161,開始,開始,名詞,21
162,挿入,挿入,名詞,20
163,養護,養護,名詞,20
164,個人情報,個人情報,名詞,20
165,介護者,介護者,名詞,20
166,担当者,担当者,名詞,20
167,体操,体操,名詞,20
168,タオル,タオル,名詞,20
169,気管,気管,名詞,20
170,失行,失行,名詞,19
171,軽度,軽度,名詞,19
172,社会的,社会的,名詞,19
173,服用,服用,名詞,19
174,同行,同行,名詞,19
175,排便,排便,名詞,19
176,人間関係,人間関係,名詞,18
177,割合,割合,名詞,18
178,指定,指定,名詞,18
179,検査,検査,名詞,18
180,心理的,心理的,名詞,18
181,興奮,興奮,名詞,18
182,誤嚥,誤嚥,名詞,18
183,心身,心身,名詞,18
184,社会福祉士,社会福祉士,名詞,18
185,唾液,唾液,名詞,18
186,亡くなる,亡くなり,動詞,18
187,権利,権利,名詞,18
188,骨折,骨折,名詞,18
189,推進,推進,名詞,18
190,腹部,腹部,名詞,18
191,後遺症,後遺症,名詞,18
192,障害児,障害児,名詞,17
193,専門職,専門職,名詞,17
194,責任者,責任者,名詞,17
195,調査,調査,名詞,17
196,発作,発作,名詞,17
197,住民,住民,名詞,17
198,症候群,症候群,名詞,17
199,国際,国際,名詞,17
200,理学療法士,理学療法士,名詞,17
201,有料,有料,名詞,17
202,座位,座位,名詞,17
203,頸髄,頸髄,名詞,17
204,変性,変性,名詞,17
205,購入,購入,名詞,17
206,開催,開催,名詞,17
207,服薬,服薬,名詞,17
208,住宅,住宅,名詞,16
209,尋ねる,尋ねる,動詞,16
210,下痢,下痢,名詞,16
211,機会,機会,名詞,16
212,ニーズ,ニーズ,名詞,16
213,離れる,離れる,動詞,16
214,慣れる,慣れる,動詞,16
215,保管,保管,名詞,16
216,洗浄,洗浄,名詞,16
217,結腸,結腸,名詞,16
218,孫,孫,名詞,16
219,長女,長女,名詞,16
220,血管,血管,名詞,15
221,できるだけ,できるだけ,副詞,15
222,反応,反応,名詞,15
223,解消,解消,名詞,15
224,苦情,苦情,名詞,15
225,薬剤,薬剤,名詞,15
226,サポート,サポート,名詞,15
227,因子,因子,名詞,15
228,特性,特性,名詞,15
229,固定,固定,名詞,15
230,浴室,浴室,名詞,15
231,身体的,身体的,名詞,15
232,便器,便器,名詞,15
233,体験,体験,名詞,15
234,しばらく,しばらく,副詞,15
235,嘔吐,嘔吐,名詞,15
236,指導,指導,名詞,15
237,取得,取得,名詞,15
238,だいたい,だいたい,名詞,15
239,都道府県,都道府県,名詞,15
240,平均,平均,名詞,14
241,脊髄,脊髄,名詞,14
242,体制,体制,名詞,14
243,咽頭,咽頭,名詞,14
244,咳,咳,名詞,14
245,手続き,手続き,名詞,14
246,心理,心理,名詞,14
247,効果,効果,名詞,14
248,主治医,主治医,名詞,14
249,ICF,ＩＣＦ,名詞,14
250,ADL,ＡＤＬ,名詞,14
251,装着,装着,名詞,14
252,上肢,上肢,名詞,14
253,ポータブル,ポータブル,名詞,14
254,パソコン,パソコン,名詞,14
255,便座,便座,名詞,14
256,構造,構造,名詞,14
257,見当識,見当識,名詞,14
258,レビー,レビー,名詞,14
259,体型,体型,名詞,14
260,紹介,紹介,名詞,14
261,死後,死後,名詞,14
262,整理,整理,名詞,14
263,カニューレ,カニューレ,名詞,14
264,自力,自力,名詞,13
265,判定,判定,名詞,13
266,療養,療養,名詞,13
267,困窮,困窮,名詞,13
268,組合せ,組合せ,名詞,13
269,感染,感染,名詞,13
270,経験,経験,名詞,13
271,認識,認識,名詞,13
272,物忘れ,物忘れ,名詞,13
273,ステージ,ステージ,名詞,13
274,夫婦,夫婦,名詞,13
275,食材,食材,名詞,13
276,肺炎,肺炎,名詞,13
277,頸部,頸部,名詞,13
278,主体,主体,名詞,13
279,集団,集団,名詞,13
280,幻視,幻視,名詞,13
281,復帰,復帰,名詞,13
282,段差,段差,名詞,13
283,軽減,軽減,名詞,13
284,導入,導入,名詞,13
285,硬化,硬化,名詞,12
286,運営,運営,名詞,12
287,上昇,上昇,名詞,12
288,深い,深く,形容詞,12
289,出来事,出来事,名詞,12
290,自覚,自覚,名詞,12
291,若年性,若年性,名詞,12
292,性格,性格,名詞,12
293,難聴,難聴,名詞,12
294,気づく,気づく,動詞,12
295,頭部,頭部,名詞,12
296,創設,創設,名詞,12
297,限定,限定,名詞,12
298,保存,保存,名詞,12
299,換気,換気,名詞,12
300,そのまま,そのまま,名詞,12
301,着脱,着脱,名詞,12
302,コーヒー,コーヒー,名詞,12
303,排尿,排尿,名詞,12
304,交通事故,交通事故,名詞,12
305,移行,移行,名詞,12
306,視覚,視覚,名詞,12
307,着衣,着衣,名詞,12
308,以下,以下,名詞,12
309,国家試験,国家試験,名詞,12
310,財布,財布,名詞,12
311,失調,失調,名詞,12
312,廊下,廊下,名詞,11
313,配置,配置,名詞,11
314,理念,理念,名詞,11
315,経済的,経済的,名詞,11
316,萎縮,萎縮,名詞,11
317,側索,側索,名詞,11
318,ALS,ALS,名詞,11
319,直接,直接,副詞,11
320,鼻腔,鼻腔,名詞,11
321,マッサージ,マッサージ,名詞,11
322,睡眠時間,睡眠時間,名詞,11
323,雇用,雇用,名詞,11
324,有効,有効,形状詞,11
325,種類,種類,名詞,11
326,訴え,訴え,名詞,11
327,抑うつ,抑うつ,名詞,11
328,安静,安静,名詞,11
329,専念,専念,名詞,11
330,厚生労働省,厚生労働省,名詞,11
331,振戦,振戦,名詞,11
332,体幹,体幹,名詞,11
333,副菜,副菜,名詞,11
334,ケアプラン,ケアプラン,名詞,11
335,正常,正常,名詞,11
336,徘徊,徘徊,名詞,11
337,脳出血,脳出血,名詞,11
338,構成,構成,名詞,11
339,目立つ,目立ち,動詞,11
340,契約,契約,名詞,11
341,クッション,クッション,名詞,11
342,敷く,敷く,動詞,11
343,盗る,盗ら,動詞,11
344,計画書,計画書,名詞,11
345,生ずる,生じ,動詞,11
346,クラブ,クラブ,名詞,11
347,励ます,励まし,動詞,10
348,以降,以降,名詞,10
349,相談員,相談員,名詞,10
350,小脳,小脳,名詞,10
351,大腿,大腿,名詞,10
352,繊維,繊維,名詞,10
353,食道,食道,名詞,10
354,精神的,精神的,名詞,10
355,覚醒,覚醒,名詞,10
356,直前,直前,名詞,10
357,入所者,入所者,名詞,10
358,脳性麻痺,脳性麻痺,名詞,10
359,電動車,電動車,名詞,10
360,ボランティア,ボランティア,名詞,10
361,リウマチ,リウマチ,名詞,10
362,速度,速度,名詞,10
363,災害,災害,名詞,10
364,一部,一部,名詞,10
365,アルコール,アルコール,名詞,10
366,スーパー,スーパー,名詞,10
367,悲嘆,悲嘆,名詞,10
368,長期,長期,名詞,10
369,多機能,多機能,名詞,10
370,たびたび,たびたび,副詞,10
371,口調,口調,名詞,10
372,リクライニング,リクライニング,名詞,10
373,緊張,緊張,名詞,10
374,窓口,窓口,名詞,10
375,パニック,パニック,名詞,10
376,酸素,酸素,名詞,10
377,プログラム,プログラム,名詞,10
378,提唱,提唱,名詞,10
379,上司,上司,名詞,10
380,要望,要望,名詞,10
381,訪れる,訪れ,動詞,10
382,共生,共生,名詞,10
383,精神,精神,名詞,10
384,カテーテル,カテーテル,名詞,10
385,統合,統合,名詞,10
386,成年,成年,名詞,10
387,遂行,遂行,名詞,10
388,自室,自室,名詞,10
389,万人,万人,名詞,10
390,資源,資源,名詞,10
391,収縮,収縮,名詞,10
392,内部,内部,名詞,10
393,ノーマライゼーション,ノーマライゼーション,名詞,9
394,良好,良好,形状詞,9
395,寿命,寿命,名詞,9
396,占める,占める,動詞,9
397,傾向,傾向,名詞,9
398,基準,基準,名詞,9
399,審査会,審査会,名詞,9
400,主任,主任,名詞,9
401,差別,差別,名詞,9
402,機関,機関,名詞,9
403,親族,親族,名詞,9
404,骨,骨,名詞,9
405,ビタミン,ビタミン,名詞,9
406,ストレス,ストレス,名詞,9
407,プロセス,プロセス,名詞,9
408,薬物,薬物,名詞,9
409,年齢,年齢,名詞,9
410,学習,学習,名詞,9
411,食欲,食欲,名詞,9
412,特定,特定,名詞,9
413,養成,養成,名詞,9
414,接する,接する,動詞,9
415,意図,意図,名詞,9
416,顎,顎,名詞,9
417,以内,以内,名詞,9
418,施設内,施設内,名詞,9
419,前方,前方,名詞,9
420,十分,十分,形状詞,9
421,指摘,指摘,名詞,9
422,順番,順番,名詞,9
423,味覚,味覚,名詞,9
424,摂取量,摂取量,名詞,9
425,血圧,血圧,名詞,9
426,シーツ,シーツ,名詞,9
427,世話,世話,名詞,9
428,腹圧,腹圧,名詞,9
429,反射,反射,名詞,9
430,小規模,小規模,名詞,9
431,清潔,清潔,名詞,9
432,褥瘡,褥瘡,名詞,9
433,異常,異常,名詞,9
434,言葉かけ,言葉かけ,名詞,9
435,きっかけ,きっかけ,名詞,9
436,未婚,未婚,名詞,9
437,細胞,細胞,名詞,9
438,高次,高次,名詞,9
439,自閉症,自閉症,名詞,9
440,集中,集中,名詞,9
441,苦しい,苦しく,形容詞,9
442,造設,造設,名詞,9
443,除外,除外,名詞,9
444,ストーマ,ストーマ,名詞,9
445,拘縮,拘縮,名詞,9
446,全国,全国,名詞,9
447,関心,関心,名詞,9
448,ほとんど,ほとんど,名詞,9
449,若年者,若年者,名詞,9
450,終了,終了,名詞,9
451,委員会,委員会,名詞,9
452,背中,背中,名詞,9
453,近隣,近隣,名詞,9
454,順調,順調,形状詞,9
455,診察,診察,名詞,9
456,踏まえる,踏まえ,動詞,9
457,未満,未満,名詞,9
458,坐薬,坐薬,名詞,9
459,座薬,座薬,名詞,9
460,排出,排出,名詞,9
461,保健所,保健所,名詞,9
462,レベル,レベル,名詞,9
463,メッセージ,メッセージ,名詞,9
464,適する,適し,動詞,9
465,感染症,感染症,名詞,9
466,徐々,徐々,名詞,8
467,説得,説得,名詞,8
468,定義,定義,名詞,8
469,支給,支給,名詞,8
470,具体的,具体的,名詞,8
471,筋肉,筋肉,名詞,8
472,基礎,基礎,名詞,8
473,喉頭,喉頭,名詞,8
474,時期,時期,名詞,8
475,中途,中途,名詞,8
476,レム,レム,名詞,8
477,用語,用語,名詞,8
478,疎通,疎通,名詞,8
479,獲得,獲得,名詞,8
480,更新,更新,名詞,8
481,低血圧,低血圧,名詞,8
482,医療機関,医療機関,名詞,8
483,ユニット,ユニット,名詞,8
484,うつ病,うつ病,名詞,8
485,急速,急速,形状詞,8
486,療法,療法,名詞,8
487,タンス,タンス,名詞,8
488,こだわり,こだわり,名詞,8
489,処分,処分,名詞,8
490,ベルト,ベルト,名詞,8
491,密着,密着,名詞,8
492,着用,着用,名詞,8
493,伝達,伝達,名詞,8
494,先端,先端,名詞,8
495,残存,残存,名詞,8
496,リフト,リフト,名詞,8
497,蠕動,蠕動,名詞,8
498,変形性,変形性,名詞,8
499,配膳,配膳,名詞,8
500,寂しい,寂し,形容詞,8
501,拒否,拒否,名詞,8
502,手指,手指,名詞,8
503,ナトリウム,ナトリウム,名詞,8
504,悪化,悪化,名詞,8
505,国民,国民,名詞,8
506,許可,許可,名詞,8
507,聴覚,聴覚,名詞,8
508,手話,手話,名詞,8
509,ショートステイ,ショートステイ,名詞,8
510,生理的,生理的,名詞,8
511,側頭,側頭,名詞,8
512,慢性,慢性,名詞,8
513,混乱,混乱,名詞,8
514,従う,従っ,動詞,8
515,期間,期間,名詞,8
516,トラブル,トラブル,名詞,8
517,直腸,直腸,名詞,8
518,透析,透析,名詞,8
519,言動,言動,名詞,8
520,暴力,暴力,名詞,8
521,改修,改修,名詞,8
522,客観的,客観的,名詞,8
523,対象外,対象外,名詞,8
524,経口,経口,名詞,8
525,せん妄,せん妄,名詞,8
526,成人,成人,名詞,8
527,入院中,入院中,名詞,8
528,研修,研修,名詞,8
529,浅い,浅く,形容詞,8
530,伷塞,伷塞,名詞,8
531,交付,交付,名詞,8
532,サービス管理責任者,サービス管理責任者,名詞,8
533,基幹,基幹,名詞,8
534,不眠,不眠,名詞,8
535,疾病,疾病,名詞,7
536,一定,一定,名詞,7
537,開示,開示,名詞,7
538,補助,補助,名詞,7
539,構築,構築,名詞,7
540,体調不良,体調不良,名詞,7
541,限る,限ら,動詞,7
542,リスク,リスク,名詞,7
543,任意,任意,名詞,7
544,摂食,摂食,名詞,7
545,膀胱,膀胱,名詞,7
546,施策,施策,名詞,7
547,吸収,吸収,名詞,7
548,エピソード,エピソード,名詞,7
549,知能,知能,名詞,7
550,内服,内服,名詞,7
551,コントロール,コントロール,名詞,7
552,死別,死別,名詞,7
553,態度,態度,名詞,7
554,精神科,精神科,名詞,7
555,自ら,自ら,名詞,7
556,腰髄,腰髄,名詞,7
557,重症,重症,名詞,7
558,装具,装具,名詞,7
559,逆流,逆流,名詞,7
560,災害時,災害時,名詞,7
561,省略,省略,名詞,7
562,抱える,抱え,動詞,7
563,補聴器,補聴器,名詞,7
564,修正,修正,名詞,7
565,対象者,対象者,名詞,7
566,表示,表示,名詞,7
567,操作,操作,名詞,7
568,ボード,ボード,名詞,7
569,肘,肘,名詞,7
570,塩分,塩分,名詞,7
571,たんぱく質,たんぱく質,名詞,7
572,骨粗鬆症,骨粗鬆症,名詞,7
573,シャワー,シャワー,名詞,7
574,処理,処理,名詞,7
575,歩き回る,歩き回り,動詞,7
576,主観的,主観的,名詞,7
577,数か月,数か月,名詞,7
578,炎症,炎症,名詞,7
579,詳しい,詳しく,形容詞,7
580,背部,背部,名詞,7
581,入眠,入眠,名詞,7
582,四肢麻痺,四肢麻痺,名詞,7
583,既に,既に,副詞,7
584,充足,充足,名詞,7
585,前頭,前頭,名詞,7
586,価値,価値,名詞,7
587,愛着,愛着,名詞,7
588,マットレス,マットレス,名詞,7
589,知識,知識,名詞,7
590,頻繁,頻繁,形状詞,7
591,不全,不全,名詞,7
592,ランク,ランク,名詞,7
593,運転免許,運転免許,名詞,7
594,互い,互い,名詞,7
595,新た,新た,形状詞,7
596,普段,普段,名詞,7
597,脱水,脱水,名詞,7
598,生後,生後,名詞,7
599,人工呼吸器,人工呼吸器,名詞,7
600,勧め,勧め,名詞,7
601,ミス,ミス,名詞,7
602,全て,全て,名詞,7
603,発生,発生,名詞,7
604,直後,直後,名詞,7
605,不足,不足,名詞,7
606,随意,随意,名詞,7
607,シート,シート,名詞,7
608,研究,研究,名詞,7
609,滅菌,滅菌,名詞,7
610,咀嚼,咀嚼,名詞,7
611,試験,試験,名詞,7
612,ペット,ペット,名詞,7
613,関わり,関わり,名詞,6
614,初対面,初対面,名詞,6
615,仲間,仲間,名詞,6
616,筆談,筆談,名詞,6
617,透明,透明,形状詞,6
618,装置,装置,名詞,6
619,沈黙,沈黙,名詞,6
620,前向き,前向き,形状詞,6
621,話題,話題,名詞,6
622,公費,公費,名詞,6
623,取扱い,取扱い,名詞,6
624,禁止,禁止,名詞,6
625,不自由,不自由,名詞,6
626,家賃,家賃,名詞,6
627,弛緩,弛緩,名詞,6
628,舌,舌,名詞,6
629,エネルギー,エネルギー,名詞,6
630,表面,表面,名詞,6
631,要する,要する,動詞,6
632,抑える,抑える,動詞,6
633,インスリン,インスリン,名詞,6
634,四肢,四肢,名詞,6
635,乏しい,乏しい,形容詞,6
636,人格,人格,名詞,6
637,後期,後期,名詞,6
638,否定,否定,名詞,6
639,ショック,ショック,名詞,6
640,現実,現実,名詞,6
641,努力,努力,名詞,6
642,経鼻,経鼻,名詞,6
643,従事者,従事者,名詞,6
644,最優先,最優先,名詞,6
645,設備,設備,名詞,6
646,拘束,拘束,名詞,6
647,腰痛,腰痛,名詞,6
648,効果的,効果的,名詞,6
649,途中,途中,名詞,6
650,マット,マット,名詞,6
651,縦,縦,名詞,6
652,患側,患側,名詞,6
653,容器,容器,名詞,6
654,汗,汗,名詞,6
655,更衣,更衣,名詞,6
656,機能性,機能性,名詞,6
657,スライディング,スライディング,名詞,6
658,変換,変換,名詞,6
659,臀部,臀部,名詞,6
660,手袋,手袋,名詞,6
661,膝関節症,膝関節症,名詞,6
662,代行,代行,名詞,6
663,主菜,主菜,名詞,6
664,全般,全般,名詞,6
665,消失,消失,名詞,6
666,尿意,尿意,名詞,6
667,経つ,経つ,動詞,6
668,次亜,次亜,名詞,6
669,塩素酸,塩素酸,名詞,6
670,一人息子,一人息子,名詞,6
671,有無,有無,名詞,6
672,職場,職場,名詞,6
673,大腿骨,大腿骨,名詞,6
674,支払い,支払い,名詞,6
675,ケース,ケース,名詞,6
676,断る,断り,動詞,6
677,居住,居住,名詞,6
678,流れる,流れ,動詞,6
679,優先度,優先度,名詞,6
680,喉,喉,名詞,6
681,聞き取る,聞き取る,動詞,6
682,外傷,外傷,名詞,6
683,与える,与える,動詞,6
684,モデル,モデル,名詞,6
685,適応,適応,名詞,6
686,擁護,擁護,名詞,6
687,児童,児童,名詞,6
688,行える,行え,動詞,6
689,中等,中等,名詞,6
690,穏やか,穏やか,形状詞,6
691,畳,畳,名詞,6
692,分間,分間,名詞,6
693,加熱,加熱,名詞,6
694,陰部,陰部,名詞,6
695,下剤,下剤,名詞,6
696,前屈,前屈,名詞,6
697,リハビリ,リハビリ,名詞,6
698,ブレーキ,ブレーキ,名詞,6
699,食べ残し,食べ残し,名詞,6
700,両足,両足,名詞,6
701,不満,不満,名詞,6
702,抱く,抱い,動詞,6
703,過去,過去,名詞,6
704,心臓,心臓,名詞,6
705,支障,支障,名詞,6
706,初回,初回,名詞,6
707,否認,否認,名詞,6
708,観念,観念,名詞,6
709,網膜,網膜,名詞,6
710,手順,手順,名詞,6
711,補給,補給,名詞,6
712,倫理,倫理,名詞,6
713,転落,転落,名詞,6
714,耳垢,耳垢,名詞,6
715,重心,重心,名詞,6
716,足浴,足浴,名詞,6
717,塗る,塗る,動詞,6
718,激しい,激しく,形容詞,6
719,支払う,支払っ,動詞,6
720,覚める,覚め,動詞,6
721,存在,存在,名詞,6
722,費用,費用,名詞,6
723,家庭,家庭,名詞,6
724,恥骨,恥骨,名詞,6
725,合理的配慮,合理的配慮,名詞,6
726,スペクトラム,スペクトラム,名詞,6
727,硬い,硬い,形容詞,6
728,奥,奥,名詞,6
729,タイプ,タイプ,名詞,6
730,洗濯機,洗濯機,名詞,6
731,振り返る,振り返り,動詞,6
732,動機づけ,動機づけ,名詞,6
733,サークル,サークル,名詞,6
734,チームメンバー,チームメンバー,名詞,6
735,浣腸,浣腸,名詞,6
736,心がける,心がける,動詞,5
737,職業,職業,名詞,5
738,普通,普通,名詞,5
739,手段,手段,名詞,5
740,点字,点字,名詞,5
741,異なる,異なる,動詞,5
742,切り替える,切り替え,動詞,5
743,予定,予定,名詞,5
744,所得,所得,名詞,5
745,除く,除い,動詞,5
746,通帳,通帳,名詞,5
747,交感,交感,名詞,5
748,白癬,白癬,名詞,5
749,水晶体,水晶体,名詞,5
750,出血,出血,名詞,5
751,日光,日光,名詞,5
752,代謝,代謝,名詞,5
753,アルカリ性,アルカリ性,名詞,5
754,至る,至る,動詞,5
755,自然,自然,形状詞,5
756,失う,失わ,動詞,5
757,代わる,代わっ,動詞,5
758,抑圧,抑圧,名詞,5
759,動悸,動悸,名詞,5
760,頭痛,頭痛,名詞,5
761,一律,一律,名詞,5
762,充実,充実,名詞,5
763,副作用,副作用,名詞,5
764,きれい,きれい,形状詞,5
765,音域,音域,名詞,5
766,幻覚,幻覚,名詞,5
767,構音,構音,名詞,5
768,筋萎縮,筋萎縮,名詞,5
769,受け止める,受け止める,動詞,5
770,義肢,義肢,名詞,5
771,失語症,失語症,名詞,5
772,レスパイトケア,レスパイトケア,名詞,5
773,肺,肺,名詞,5
774,範囲,範囲,名詞,5
775,企画,企画,名詞,5
776,元年,元年,名詞,5
777,考慮,考慮,名詞,5
778,リズム,リズム,名詞,5
779,宿泊,宿泊,名詞,5
780,柵,柵,名詞,5
781,報告書,報告書,名詞,5
782,参加者,参加者,名詞,5
783,洋式,洋式,名詞,5
784,健側,健側,名詞,5
785,ブラッシング,ブラッシング,名詞,5
786,季節,季節,名詞,5
787,湯温,湯温,名詞,5
788,取り除く,取り除く,動詞,5
789,嫌,嫌,形状詞,5
790,評価日,評価日,名詞,5
791,表出,表出,名詞,5
792,MRSA,ＭＲＳＡ,名詞,5
793,ブドウ,ブドウ,名詞,5
794,球菌,球菌,名詞,5
795,溢流性,溢流性,名詞,5
796,回想,回想,名詞,5
797,遠慮,遠慮,名詞,5
798,生産,生産,名詞,5
799,遠方,遠方,名詞,5
800,最小限,最小限,名詞,5
801,我慢,我慢,名詞,5
802,伝わる,伝わら,動詞,5
803,類型,類型,名詞,5
804,互助,互助,名詞,5
805,保障,保障,名詞,5
806,死亡,死亡,名詞,5
807,明らか,明らか,形状詞,5
808,精神障害,精神障害,名詞,5
809,貯金,貯金,名詞,5
810,所属,所属,名詞,5
811,収納,収納,名詞,5
812,条件,条件,名詞,5
813,反省,反省,名詞,5
814,末梢,末梢,名詞,5
815,器官,器官,名詞,5
816,通常,通常,名詞,5
817,階層,階層,名詞,5
818,愛情,愛情,名詞,5
819,代弁,代弁,名詞,5
820,物事,物事,名詞,5
821,回避,回避,名詞,5
822,刺激,刺激,名詞,5
823,飽和,飽和,名詞,5
824,再度,再度,名詞,5
825,候補者,候補者,名詞,5
826,日頃,日頃,名詞,5
827,退職,退職,名詞,5
828,閲覧,閲覧,名詞,5
829,防災,防災,名詞,5
830,派遣,派遣,名詞,5
831,非常,非常,形状詞,5
832,労働者,労働者,名詞,5
833,傾ける,傾ける,動詞,5
834,つぶやく,つぶやく,動詞,5
835,後日,後日,名詞,5
836,ブラシ,ブラシ,名詞,5
837,柄,柄,名詞,5
838,右膝,右膝,名詞,5
839,伸びる,伸び,動詞,5
840,仙骨,仙骨,名詞,5
841,便意,便意,名詞,5
842,前傾,前傾,名詞,5
843,パウチ,パウチ,名詞,5
844,サイド,サイド,名詞,5
845,傾聴,傾聴,名詞,5
846,招集,招集,名詞,5
847,自立度,自立度,名詞,5
848,失認,失認,名詞,5
849,可動域,可動域,名詞,5
850,沈む,沈ん,動詞,5
851,1級,1級,名詞,5
852,義足,義足,名詞,5
853,変形,変形,名詞,5
854,生命,生命,名詞,5
855,聴覚障害,聴覚障害,名詞,5
856,離婚,離婚,名詞,5
857,申し出る,申し出,動詞,5
858,中枢,中枢,名詞,5
859,併用,併用,名詞,5
860,軽快,軽快,名詞,5
861,周辺,周辺,名詞,5
862,ニィリエ,ニィリエ,名詞,5
863,一般,一般,名詞,5
864,取っ手,取っ手,名詞,5
865,病棟,病棟,名詞,5
866,患者,患者,名詞,5
867,物品,物品,名詞,5
868,個室,個室,名詞,5
869,消毒液,消毒液,名詞,5
870,監視,監視,名詞,5
871,項目,項目,名詞,5
872,推測,推測,名詞,5
873,歩行器,歩行器,名詞,5
